Country Name	Country Code	Continent	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
Congo, Dem. Rep.	COD	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		-10.85137608	21.20069751	5.213990134	-2.440223564	0.9973487935	6.775485302	-0.9857386615	4.332698464	9.328837439	-0.2450565751	6.005018067	0.1511355138	8.137275887	3.130585879	-4.981631005	-5.309002081	0.7607936016	-5.345291528	0.4300882621	2.194912924	2.350524075	-0.457677609	1.411703688	5.541074022	0.4678509509	4.717209653	2.675642451	0.4703813367	-1.266050636	-6.568310695	-8.421051499	-10.50000856	-13.46905054	-3.899996803	0.6999988298	-1.023172642	-5.617046599	-1.624154045	-4.270140831	-6.910927317	-2.100173025	2.947765184	5.577822311	6.738373933	6.135151155	5.320979565	6.259477765	6.225894269	2.85506401	7.107976576	6.87467089	7.086898947	8.481956636	9.470288098	6.91618781	2.399379098	3.726947653	5.757932738
Congo, Rep.	COG	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		8.350726724	5.202308789	-4.029300398	3.816796268	3.676467736	1.358982462	2.116272058	7.631326238	7.548525194	6.358470188	7.753035853	8.617550844	8.231188944	7.885520809	7.731596839	0.9162867534	-8.953427981	6.35974701	9.813224739	17.63660548	17.61972247	23.59769996	5.85396284	6.976131056	-1.185660855	-6.861526437	0.1893766405	1.766263429	2.599876517	1.000003567	2.395367454	2.611948052	-0.9796832063	-5.493075745	3.985324378	4.290481556	-0.6248121495	3.73755277	-2.582199357	7.575980392	3.8026019	4.581870061	0.8132640747	3.476631623	7.755758978	6.235997013	-1.58222275	5.572233235	7.468942484	8.751601459	3.420665681	3.799971313	3.440705249	6.779916158	2.646485877	-2.800018788	-3.1	1.025554207
Colombia	COL	South America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.089216984	5.411889614	3.286707554	6.166941324	3.600011392	5.236735857	4.134864166	5.933118002	6.102517307	6.207796963	5.960727944	7.669147549	6.722954965	5.745757189	2.323255285	4.728368731	4.158505455	8.469900839	5.379118988	4.087353673	2.276872747	0.9484207864	1.573956038	3.350683739	3.107106194	5.824076138	5.368932148	4.064173245	3.414096109	4.281998332	2.001607597	4.044929438	5.385409939	5.814661908	5.202437593	2.055854712	3.430293678	0.5697840899	-4.204015244	2.924861483	1.677898308	2.503980466	3.918271904	5.333022067	4.706555914	6.779405439	6.848654785	3.257048465	1.205422095	4.347553268	7.362530914	3.903054219	4.566869773	4.728312246	2.955945907	2.087382502	1.351326676	2.658121	
Comoros	COM	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																						3.864928957	6.38331701	4.821401883	4.110299989	2.279960777	1.867612167	1.637784181	2.687379404	-3.180256516	5.091236413	-5.395637149	8.530981788	3.006061307	-5.276782997	3.610206432	-1.291688926	4.030153668	1.282515793	1.924408712	10.84787862	2.332907102	2.324944861	2.103871636	1.919659807	2.83754787	2.646955476	0.800042349	3.999971991	3.200113112	3.799933455	4.099846955	3.200272903	4.499874215	2.100006438	1.099964632	2.188197456	2.707658829	2.8	
Cabo Verde	CPV	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																						8.451562412	2.825030083	9.520749753	3.783270681	8.642086617	2.871455425	4.309063729	5.996854915	5.697949367	0.6921718743	1.404146852	10.93764724	8.708311376	19.18264182	14.21163626	11.34652473	11.11842604	12.51728567	11.22264853	14.28486883	2.231654493	5.250891246	4.176259302	10.19707261	6.912457988	7.983750447	15.17068797	6.650520523	-1.270425968	1.466790097	3.968886345	1.081918279	0.8027976006	0.6112126662	1.006863707	4.705791509	4.013257244	5.520564475	
Costa Rica	CRI	North America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		1.879276559	5.442391373	6.898923445	3.659048312	8.190527594	6.969319032	5.650125921	8.473304346	5.491799943	7.503134343	6.778505427	8.178045133	7.708915812	5.54489999	2.10007105	5.517564403	8.904474432	6.267686825	4.939123955	0.751895403	-2.261655507	-7.285568847	2.862992702	8.024107907	0.7216017294	5.536250843	4.764533279	3.43214738	5.665975549	3.553063365	2.26565499	9.19656098	7.087517249	4.487266995	4.121496396	1.237816358	5.564945547	6.961700254	3.943353587	3.833166661	3.490469522	3.291753162	4.255476839	4.33657481	3.870873326	7.237732746	8.16789615	4.649598233	-0.9705483127	4.951863844	4.30710166	4.796919918	2.269027401	3.515338564	3.631731441	4.245989878	3.397181701	2.664049844	
Caribbean small states	CSS	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG								4.369190695	6.038656436	5.520160196	4.697653448	2.137057299	7.794003069	-0.792431432	-3.414233705	-1.389967983	1.082810478	3.92230139	5.85068968	5.163099553	2.37662427	1.015133413	1.331000847	-2.347754846	0.9539244041	-0.06218446156	1.333713537	1.898281633	2.259295601	4.291587736	0.9787163215	1.341245587	1.994727914	2.987097702	2.84743171	2.871347156	3.368248418	3.051979518	3.001053894	4.098605216	3.819918519	2.028458659	3.658756126	5.753417893	3.970285602	3.719484518	6.811306817	3.230510559	1.238771436	-3.558519175	1.462283047	1.118179596	1.323901351	1.220144689	0.3300793207	1.168251237	-2.050513936	0.2945761171	1.638643838	
Cuba	CUB	North America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG												8.583859012	4.826685845	3.434488533	0.984491816	9.476426069	5.427960463	8.709502857	6.595998567	1.088183302	-4.849442952	19.68833433	8.918234965	5.411470724	7.929716515	1.596674599	0.09530338577	-2.402172538	3.705539907	0.680083233	-2.948564945	-10.69269711	-11.58060308	-14.87818069	0.7169303104	2.457201172	7.838749659	2.783425042	0.1591460523	6.188755304	5.914760174	3.185029904	1.424821261	3.792740223	5.77053807	11.20165642	12.06586311	7.262136966	4.116828042	1.451305431	2.390352297	2.802300836	3.014900289	2.747602563	1.047576632	4.438141959	0.5137614679	1.783497627		
Curacao	CUW	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																										-0.6957536166	0.3970662575	0.2881855323	0.208461389	0.6764257603	1.635934828	2.469960422	2.188046412	-0.5313099387	0.08230521833	0.6126098961	-0.1389181853	-0.7941069793	-1.138837929	0.2786956066	-0.9865705981	-1.739764784		
Cayman Islands	CYM	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																								3.39999787	0.9999978114	0.6000006373	1.700001284	2.000000664	0.9000000651	6.499998003	4.600001948	3.162625338	-0.3574013729	-7.200482782	-2.715636823	1.169062695	1.229753683	1.279330593	2.654529322	2.833122427	3.096282407	3.039347467		
Cyprus	CYP	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																	20.26629219	16.36200095	7.777403359	9.905569384	5.753244701	2.516998441	6.021708985	5.582181702	8.757894384	4.882540772	3.70395029	7.065250812	8.646777846	7.947425531	7.403999506	0.7395012026	9.399999016	0.7000004881	5.899998701	8.468188453	1.248478882	2.640948963	6.110879413	4.997943315	5.965317744	3.95253497	3.722934432	2.623271336	5.026348	4.852991308	4.713822102	5.098036578	3.646776516	-2.015241129	1.335403498	0.4034299316	-2.878099556	-5.799304664	-1.311465423	1.96230401	4.812187624	4.468879044	3.875984867	
Czech Republic	CZE	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																-11.61494236	-0.5065423512	0.0619042493	2.909309464	6.221406	4.222814572	-0.5946590891	-0.3287155159	1.432839479	4.266741357	2.908764882	1.652494055	3.602989459	4.906563764	6.533468806	6.853522334	5.602643685	2.682282724	-4.802572091	2.273420052	1.777833187	-0.7998442812	-0.4836710407	2.715116132	5.309238519	2.450542387	4.352603518	2.892972506	
Germany	DEU	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG												3.132699754	4.300341294	4.777486913	0.8900687042	-0.8667388952	4.949258392	3.347218088	3.008492877	4.150363333	1.408828659	0.5292405372	-0.3948407456	1.572410149	2.822947834	2.32793522	2.287339269	1.402151574	3.707235669	3.896551724	5.255006086	5.108261508	1.923807011	-0.956165307	2.45737182	1.737640631	0.817897617	1.84920067	1.979618407	1.987134949	2.962045368	1.695471452	0	-0.7099061719	1.169970413	0.7067139481	3.700159572	3.260535297	1.082315404	-5.618860435	4.079933305	3.660000155	0.4919928291	0.4895844825	2.178066561	1.738967619	2.242235099	2.15710947	1.425303467	
Djibouti	DJI	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																																							8.920584625	9.683798116	8.722260061	4.090263628	5.9553679	
Dominica	DMA	North America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																			10.5357458	-18.35928549	13.38318227	10.829331	4.127683495	2.556318037	4.19664683	1.420933217	7.073356496	6.307561115	7.816623013	-0.1911365062	5.418651871	1.346472042	2.029985816	2.162133124	0.03400099749	3.030169106	3.104923915	2.185299673	3.773847243	0.3547802884	2.339507407	-0.06280225982	-2.828878531	6.353391594	3.050694695	0.6562331098	4.658759483	6.353759422	7.120741901	-1.169757154	0.6725432977	-0.223681462	-1.058782938	-0.60769227	4.388896102	-2.55050302	2.522050874	-9.530409524	0.5327406316	
Denmark	DNK	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		6.378832476	5.666822173	0.6370212342	9.269938215	4.555254814	2.740910109	3.421605092	3.974947702	6.322485008	2.735218118	3.005032996	3.929343825	4.092925236	-1.122411664	-1.456541734	5.924574567	1.87028859	2.22630861	3.869056424	-0.4829922543	-0.6661330224	3.684650826	2.596061212	4.166151262	4.003685575	4.904252686	0.2542261119	-0.01363000249	0.6452149792	1.475244726	1.393656029	1.957011566	0.01065942826	5.332448645	3.027634073	2.900068335	3.260879794	2.218161888	2.948007099	3.746900212	0.8231493003	0.4663449285	0.3900738651	2.668193459	2.336664491	3.912980152	0.9092529958	-0.5120252218	-4.906525558	1.870992639	1.336774667	0.2264684759	0.9333492815	1.619374971	2.342620274	2.39968219	2.262366309	1.421079419	
Dominican Republic	DOM	North America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		-2.31324875	17.04724093	6.50290263	6.764865116	-12.48183392	13.46334483	3.327542288	0.2388604848	10.89144583	18.22668288	10.87146607	10.39416408	12.89576373	6.001902902	5.193253357	6.728122643	4.981783949	2.140684677	4.531399217	7.968738509	4.279867479	1.69870863	4.627946349	1.252895975	-2.122534978	3.5219932	10.11736736	2.155963331	4.400538815	-5.454312395	0.9441388891	11.22093274	7.364513042	2.600354268	5.685430737	5.977825114	8.885269066	6.714477712	5.940049136	4.66176228	2.459516368	4.495103403	-1.345706185	2.570134279	9.428236947	9.174355406	7.415951715	3.209504262	0.9461551678	8.33965106	3.133423003	2.717367897	4.875205093	7.636031824	7.033371069	6.612208223	4.551815138	6.950743086	
Algeria	DZA	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		-13.60544133	-19.68504183	34.31372878	5.839413007	6.20689821	-4.804970943	9.452962563	10.79623857	8.433280282	8.862657109	-11.33171917	27.42396948	3.813176297	7.494917703	5.045341613	8.386756484	5.258585987	9.214835701	7.47782655	0.790606973	2.999996087	6.400004116	5.400003024	5.59999653	3.699997255	0.4000010026	-0.6999975259	-1.00000549	4.40000216	0.80000058	-1.200000584	1.800002301	-2.100000759	-0.8999965488	3.79999479	4.09999847	1.099999938	5.100003611	3.200001551	3.819678496	3.008395466	5.60932319	7.201872244	4.301624264	5.907791268	1.684488319	3.372875154	2.360134861	1.632243838	3.634145353	2.891865995	3.374768651	2.767638867	3.789121212	3.763466958	3.3	1.600000001	2.1	
East Asia & Pacific (excluding high income)	EAP	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		-11.2458635	-0.134123466	5.762040499	9.87877847	9.883706072	7.574307472	-0.9396575074	2.663355921	10.74080665	12.73941625	6.782699658	5.108770179	8.320883057	4.295728727	6.454820529	3.399570708	7.756263855	8.8874932	7.137364441	7.620387872	5.814513488	6.024029886	7.345245317	9.432415702	7.207670351	6.926286595	8.788587493	9.532514368	5.930906015	5.407923548	7.937612422	10.75978251	10.88741271	10.64736379	9.726777337	8.940218865	7.028895763	1.746888845	6.110552458	7.504679993	6.706466757	7.854773806	8.722407963	8.935489057	9.715112411	10.77303949	12.16029984	8.432599776	7.69447111	9.776601958	8.468535738	7.509146018	7.200882145	6.759320584	6.509708361	6.36845598	6.472427998	6.323923305	
Early-demographic dividend	EAR	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		4.37352353	4.241692855	5.335929438	8.291340739	5.384994685	4.048392133	5.453450357	7.131632336	6.271511498	8.633048013	5.941051906	6.971662309	7.560012217	6.4279454	2.236995519	7.497524381	3.751524994	0.9949452138	3.383644931	1.841653531	3.700125612	0.09797655255	0.1364290761	2.044134128	0.9773218638	3.032545622	2.956913165	3.693208566	1.855116849	5.877035728	4.935791438	4.152584921	3.282804263	2.961507653	2.78754658	5.520721404	4.734453814	1.958410058	1.563929595	4.476628414	0.9896097012	1.588351834	4.794443419	6.713665222	6.118428943	6.157794029	5.868382702	3.451290266	0.6327498555	6.167965018	4.971648831	4.232380113	4.29850886	4.012383242	4.659415039	4.79283276	4.695149887	4.09981908	
East Asia & Pacific	EAS	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.882972832	6.255652484	7.840098693	10.62209755	6.604351092	8.990590218	8.5536197	10.41639595	11.62775811	3.143748136	5.141775065	7.452046885	7.718479858	0.5834897549	3.40845496	4.202154502	5.048942667	5.597011138	5.820177779	3.586027192	4.571767194	3.92268972	4.088902563	5.758388633	5.50122913	4.546750355	5.872910376	7.428694466	5.102148341	5.097109895	4.448474	3.416951771	3.151152546	4.312756975	5.111808374	5.087930344	3.458668077	-0.1016023117	2.993055872	4.888734335	2.668526545	3.596741174	4.253620578	5.155292391	5.045837852	5.537470454	6.453761057	3.521939865	1.377005152	7.06145117	4.614682137	4.684398922	4.750226541	4.126602924	4.134023113	4.043006986	4.585208689	4.206874446	
Europe & Central Asia (excluding high income)	ECA	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																															-1.406769672	-5.227162874	-10.43412562	-5.490156592	-10.45444573	-1.280584877	-0.0342712139	2.693887142	-1.671469848	2.055791659	8.011305019	2.607156167	5.480595011	6.642431996	8.396247599	7.199793097	8.228314311	7.68851027	4.414694226	-5.951085118	5.079791293	6.042022837	3.700544161	4.035659955	2.229524875	0.8188004164	1.743273871	4.027853444	2.767579039	
Europe & Central Asia   ECS #N/A    GDP growth (annual %)	NY.GDP.MKTP.KD.ZG												3.736379219	4.712881506	5.884210917	2.309336256	-0.7538013105	4.532548936	2.849874491	3.096135226	3.684381803	1.55884994	0.5126216742	0.9474528921	1.913810067	2.663144314	2.76643268	2.768925378	3.038691207	4.185242502	3.555427554	2.325116597	0.4225751567	-0.6198855445	-0.8357468484	1.084274388	2.153031019	1.763804041	3.011275074	2.523178464	2.901538262	4.281375821	2.244542992	1.755584075	1.845114573	3.262098075	2.77453623	3.963019739	3.74087857	1.048003684	-4.462596013	2.561912148	2.369363501	0.3140100493	0.8945535786	1.866302694	2.042572159	1.927627516	2.652034133	2.1059068	
Ecuador	ECU	South America	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.124414881	4.919146942	2.106368246	7.407245362	3.275082488	-0.3395256394	4.621073941	1.909438399	4.66923798	6.87192933	6.292606196	5.017640704	13.95068213	11.20850963	10.972154	7.397187619	1.604842112	5.706824945	3.734048401	3.708682969	5.61286412	0.6148453536	-0.336868771	2.625273268	3.935001412	3.464782516	-0.2590987084	5.89046729	1.005777946	3.679914053	4.291342398	2.114310675	1.973218079	4.258250468	2.252548774	1.731747514	4.327864764	3.266529404	-4.739385791	1.091798885	4.015614102	4.096802873	2.722867345	8.211033029	5.291296789	4.403526526	2.19006602	6.3571306	0.5664915921	3.525298669	7.868140919	5.641962067	4.946511267	3.788868549	0.09887260835	-1.226383985	2.368386526	1.37712703	
Egypt, Arab Rep.	EGY	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.161114145	3.875616723	10.51809262	11.50757747	4.914042294	5.046403712	0.8052641266	-1.606792349	5.279517513	5.59851504	4.057346327	3.055680624	3.506830163	1.558938571	8.939147158	13.27968944	9.003044267	8.628767646	4.547689628	10.01132904	7.348553897	9.907171134	5.09440684	9.745762712	5.791505792	4.744525547	3.832752613	5.461320498	4.920868605	5.667029151	1.125404598	4.472859183	2.900790798	3.97317218	4.642458776	4.988730567	5.49235474	5.575497464	6.053438782	6.370003833	3.53525197	2.390204028	3.193454737	4.092071611	4.471744472	6.843838194	7.087827427	7.156283566	4.6735998	5.147234858	1.764571949	2.226199799	2.185466054	2.91591188	4.372019078	4.346643456	4.181221	5.314121037
Euro area	EMU	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		6.67917995	6.389921184	5.767626382	5.487726968	4.964082134	5.264407887	5.262223629	5.542187196	6.953635531	5.464521002	3.798478998	4.917274817	6.176763103	3.218117821	-0.7524305997	5.028615076	3.081674337	3.130532116	3.844297881	2.156572509	0.5139471699	0.7174070684	1.381834965	2.367823435	2.309422324	2.507277429	2.543470847	4.314031623	4.102809059	3.582570633	2.620650816	1.391832719	-0.6510829342	2.478753344	2.480488394	1.722042018	2.723735952	2.986937536	2.990510249	3.867011849	2.173779724	1.028573027	0.7110731521	2.330114136	1.704974391	3.241467693	3.076427291	0.4742072809	-4.503462969	2.078851071	1.634892866	-0.8581052118	-0.2475099297	1.401978659	2.114215347	1.930350418	2.414248317	1.894936628	
Eritrea	ERI	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																		13.45476252	21.22141136	2.858379037	9.258838371	7.908684909	1.772582792	0.01348024103	-3.141985774	8.75543519	3.005429218	-2.655515842	1.451735534	2.57444953	-0.9692169291	1.42682206	-9.783030037	3.87650156	2.194190545	8.679799936								
Spain	ESP	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		11.83867419	9.953438103	9.596498874	5.308510246	6.253134899	7.24606031	4.340338417	6.597020138	8.907015555	4.290639388	4.649473478	8.149745869	7.788465253	5.61878576	0.542203325	3.303791513	2.838574304	1.463003374	0.0415465206	2.208728118	-0.1324686125	1.246461706	1.770115779	1.784687522	2.321435857	3.253321725	5.547122612	5.094324219	4.827030296	3.781393465	2.546000568	0.9292154289	-1.031491775	2.383195316	2.757494033	2.674783588	3.689613998	4.305978447	4.48477443	5.289099595	4.001073835	2.879876097	3.187571476	3.166746501	3.723001788	4.174123186	3.768992408	1.11768686	-3.573751449	0.01406387776	-0.9987649581	-2.927750507	-1.705705	1.379997238	3.644680152	3.17258966	2.979182401	2.581746534	
Estonia	EST	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																			-1.642424312	4.526681727	5.323844874	11.79861872	4.117257751	-0.8564482756	10.56807495	6.328710504	6.076394702	7.416163365	6.294746225	9.373711454	10.27188409	7.748192368	-5.41945589	-14.72440391	2.259075894	7.597300209	4.307258988	1.936543444	2.888563845	1.90028659	3.489097111	4.856686856	3.865753581	
Ethiopia	ETH	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																							0.9160138581	8.235005718	-2.848021453	-11.14435298	9.661612359	13.8593304	0.5036748791	-0.3610441804	2.726451783	-7.1374797	-8.672480148	13.14283398	3.189964582	6.127511414	12.42617378	3.133906851	-3.458139134	5.162145821	6.07321748	8.301306321	1.514725706	-2.161359722	13.57260314	11.81876595	10.83472707	11.456167	10.78852169	8.802553198	12.55053835	11.17829623	8.647811633	10.58227005	10.25749296	10.39246302	9.433482658	9.503858571	6.810169391	
European Union	EUU	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.59449818	5.034532225	5.148749632	5.56810382	4.39442738	4.300082583	4.458029117	5.065127199	5.789619148	5.531170009	3.634127073	4.711182994	6.108854632	2.226971586	-0.7721555476	4.603829397	2.813252954	3.224621398	3.829644737	1.470892474	0.3198111903	0.9825522038	1.831760687	2.453614943	2.616027623	2.665993446	2.933256519	4.404961429	3.721552638	2.979013694	1.403540457	1.043316413	-0.1437939192	2.842961141	2.67794433	1.983069904	2.938648098	3.024832711	3.014484999	3.842085366	2.254094015	1.369122175	1.283108983	2.58504745	2.122090104	3.365061464	3.12623638	0.5367689315	-4.343015738	2.086414783	1.755444229	-0.3964534625	0.2572797433	1.784416352	2.349474797	2.027090443	2.482225474	1.998395318	
Fragile and conflict affected situations	FCS	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																														-1.696172505	14.77981968	-18.18117785	6.117023796	6.490624853	3.208419424	3.68960781	7.303801681	7.651704755	11.59030346	6.793850087	1.819569842	2.81098458	-0.6301537593	-4.77212364	14.03825295	6.668136683	6.791580263	5.508292651	5.506403631	4.618788467	6.563475533	-5.429485081	12.28426765	3.855178878	1.083963208	2.207629639	5.211898644	2.98009593	2.349608255	
Finland	FIN	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		7.604670479	2.981945536	3.285099636	5.238686598	5.302857802	2.372823015	2.168828883	2.303289984	9.593287785	5.333907792	2.356920312	7.735485518	6.983827975	3.236533613	1.804897704	0.3443829662	0.239510404	2.91970809	7.121926394	5.389047425	1.294774467	3.087354214	3.121057312	3.214128124	3.536693192	2.726138081	3.559095975	5.209858683	5.087701647	0.675783494	-5.914425874	-3.32462938	-0.7344933042	3.93926095	4.207130673	3.658833063	6.251807841	5.428512567	4.444134273	5.634847452	2.580792075	1.680325089	1.993984087	3.926057175	2.779955031	4.055197444	5.184800809	0.7206684874	-8.269036558	2.992337502	2.570817745	-1.42618936	-0.7580362948	-0.6317280906	0.5006620103	2.77192552	2.65252953	2.329179201	
Fiji	FJI	Oceania	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		3.517582004	3.606102141	6.358771974	4.877280731	-2.70026696	0	13.35182833	7.916221558	2.596410512	12.70271113	6.888986665	7.485276672	11.6128685	2.60114991	0.5302111887	2.736163248	5.904011844	1.863401451	12.22481977	-1.603456934	6.329990548	-5.9784862	-3.960123009	8.393024471	-4.613474867	7.749907965	-6.615019994	0.9557548716	7.438632436	5.800002719	-2.700002821	6.100001394	2.130031625	5.100000159	2.499998538	4.800000929	-2.200000762	1.300001962	8.799998029	-1.69999854	1.999999468	3.200000514	0.9999984681	5.300000292	0.700000383	1.852483092	-0.8506535346	1.032794215	-1.386037485	2.954672074	2.705142971	1.411313661	4.734220415	5.603514517	4.663807838	2.645289584	5.179743526	5	
France	FRA	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		5.506272437	6.672174626	5.347173767	6.518338303	4.778035177	5.214008052	4.688158821	4.25902469	6.990530534	5.011995625	5.316715875	4.511374088	6.344580668	4.300919049	-0.9598846975	4.35675894	3.464311942	3.978543749	3.549989152	1.578745278	1.069019832	2.505396575	1.240864908	1.513721578	1.622781348	2.337276381	2.561900319	4.743142174	4.343861066	2.923935137	1.048175829	1.599342687	-0.628666366	2.358342199	2.106695237	1.412993687	2.336296499	3.588659435	3.421373815	3.923669206	1.983721399	1.135531487	0.8231607847	2.829752924	1.663219998	2.449323602	2.424736238	0.2549459471	-2.87331385	1.949437632	2.192700651	0.3131347444	0.5763266792	0.9561830421	1.112912342	1.095464394	2.260202722	1.724880628	
Faroe Islands	FRO	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																																												
Micronesia, Fed. Sts.	FSM	Oceania	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																												1.199760048	2.548903379	3.526011561	3.740926857	7.427341227	4.008016032	8.140655106	-0.5345211581	7.084012539	-3.111552175	-6.065738569	2.955722519	1.383750704	4.5632095	1.747193334	0.599899534	1.946828691	-3.130759374	2.056752063	-0.1307159135	-1.962406049	-2.217724288	1.177192743	2.041890243	3.347067156	-1.989479307	-3.858525094	-2.156058931	4.931500557	0.7000024364	3.199981628	1.4
Gabon	GAB	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		14.76684319	7.449211597	6.092435284	4.554453634	8.33333566	4.508004567	4.115152854	2.508800881	8.082910434	8.679342176	10.25873091	11.33697068	10.18243362	39.48709518	19.19011491	35.62533797	-12.58209117	-24.04920607	0.4744052797	2.552937158	5.095329279	-3.097520398	5.608240679	7.508902308	-2.332949333	-0.8035977339	-17.14604221	12.84535325	8.54530999	5.192237277	6.112503483	-3.090145652	3.946555008	3.712754841	4.973847763	3.62504902	5.738367395	3.477833587	-8.932622802	-1.882966398	2.135233422	-0.2490331685	2.247330012	0.6895430585	2.676203333	-2.806578356	6.008108025	-3.308430649	0.1303311198	7.089887315	7.091753343	5.251076918	5.638699003	4.314964441	3.878899395	2.091442208	0.4797622706	1.221103578	
United Kingdom	GBR	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		2.573569963	1.327993179	3.956241167	5.038282449	2.788976828	2.049311178	2.310965101	3.984737995	2.052445651	6.056974918	3.484322535	4.301950164	6.508577058	-2.463394363	-1.480255903	2.909301931	2.442910584	4.202218791	3.741692933	-2.028011334	-0.771112365	2.010343667	4.221865558	2.276316138	4.195575915	3.140524547	5.300720111	5.758249729	2.568747675	0.7393188522	-1.087898633	0.371025908	2.52634697	3.894958521	2.455304143	2.535266042	4.293074902	3.341279046	3.213785839	3.453462964	2.840765408	2.499726971	3.339456189	2.347792052	3.148724236	2.548078385	2.545500795	-0.3459166554	-4.246551566	1.711206445	1.644770017	1.447060443	2.046299585	2.947562163	2.349122692	1.789288659	1.822927774	1.397607592	
Georgia	GEO	Europe	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG							7.535631294	6.249999544	4.456334814	4.778149725	12.05211625	2.470936125	2.836873807	6.482761546	8.80829341	7.380945301	6.097564234	6.896550161	7.429127692	7.370346072	4.576266275	5.267423656	2.001538541	4.301886844	5.426922971	4.94165542	-8.175275893	1.282042848	5.555558079	-7.195201896	-14.7882259	-21.10000065	-44.89999981	-29.30000143	-10.39999376	2.599995903	11.20000261	10.51904074	3.104903235	2.869256695	1.838341768	4.805452017	5.473837499	11.05872319	5.794496419	9.58957388	9.419770997	12.57895276	2.418572208	-3.650513994	6.249487789	7.221608905	6.35079784	3.386770836	4.623613264	2.880526546	2.846603299	4.832686291	4.71737338	
Ghana	GHA	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		3.429674012	4.109158606	4.405974201	2.209327505	1.36899887	-4.258290372	3.075364052	0.3688603289	6.006174964	9.723472587	5.216124557	-2.4876554	2.884584195	6.852516832	-12.43162902	-3.530182806	2.274107244	8.475935599	-2.514941418	0.4716959426	-3.503066947	-6.92365041	-4.563737506	8.647569458	5.091617273	5.199160679	4.794898878	5.628168765	5.0858727	3.328817883	5.281826358	3.879419072	4.850000569	3.299999809	4.112418929	4.60246109	4.196357458	4.700390844	4.399996886	3.70000004	4.000000099	4.499999578	5.200000074	5.599999989	5.900003916	6.399912502	4.346819164	9.149798975	4.844486998	7.899711889	14.04712363	9.292789405	7.312525007	2.89743883	2.1782068	3.447792974	8.143446497	6.263480772	
Gibraltar	GIB	#N/A	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																																																												
Guinea	GIN	Africa	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG																												3.299938845	6.308116697	4.003476013	4.324062754	2.613423005	3.270947301	5.044144542	3.970099106	4.607673202	4.461575085	5.181603459	3.644121242	3.812004035	2.503060561	3.658346471	5.164609466	1.24860126	2.340117313	2.997272562	1.180140446	6.827474427	4.136616153	-1.117638595	4.820715414	5.612104279	5.916911732	3.934784025	3.707451613	3.81494989	10.82880684	13.36010547	8.659393206	
